city_a,city_b,median,lower,upper,ci_width
Le VélO Bordeaux,BikeMi Milan,0.7186547337091952,0.552466842626583,0.8312094434318043,0.2787426008052213
Santander London,BikeMi Milan,0.718508197283818,0.5483791423001272,0.8684860114688752,0.320106869168748
Bay Wheels SF,Bike Itaú Rio,0.7180190274186751,0.6102861914555255,0.8813186084720088,0.2710324170164833
VéLÔ Toulouse,Beryl Bournemouth,0.717164345523855,0.5685650409530281,0.8009984597768484,0.2324334188238203
BiciMAD Madrid,Bicing Barcelona,0.7171169108138973,0.624401410194389,0.9321822522905324,0.3077808420961434
Citi Bike NYC,Beryl Bournemouth,0.7157683530561406,0.5910011150140683,0.7900458626892493,0.199044747675181
Swabi Augsburg,Nextbike Praha,0.7156342094661585,0.6076737030351532,0.8216357826358074,0.21396207960065416
Bay Wheels SF,Ecobici Buenos Aires,0.7154855453656999,0.5617631760305436,0.8075641054310178,0.24580092940047416
Beryl Manchester,Ecobici Buenos Aires,0.7154503683975504,0.5863460786425759,0.8131649861059642,0.2268189074633883
Divvy Chicago,Swabi Augsburg,0.7149846053502238,0.598005683160362,0.7955346525362365,0.1975289693758745
Bluebikes Boston,BIXI Montréal,0.7148842458706566,0.6044180161749289,0.8538448366210822,0.24942682044615339
Citi Bike NYC,Bicing Barcelona,0.7140714547652006,0.624859247218506,0.8603916193011113,0.23553237208260525
BIXI Montréal,Swabi Augsburg,0.7139622043901609,0.595746800572221,0.8289071728595983,0.2331603722873773
Citi Bike NYC,Bay Wheels SF,0.7131444157063188,0.6056782714442844,0.8018556531135417,0.19617738166925724
Beryl Bournemouth,Valenbisi València,0.7127652000511406,0.5388254238135906,0.8114501387190384,0.2726247149054478
Divvy Chicago,Valenbisi València,0.7125026723582364,0.5625326743119654,0.8128456234261506,0.2503129491141852
Capital DC,Bluebikes Boston,0.7120030250465788,0.5968453625124912,0.874934083283341,0.2780887207708498
Santander London,Valenbisi València,0.7099104000028924,0.5870452685198958,0.8624668498259302,0.27542158130603445
Swabi Augsburg,Bicing Barcelona,0.7098872418934223,0.5585160483160447,0.8071804533048721,0.24866440498882736
Vélo'v Lyon,Velospot CH,0.709090803548721,0.6653140304645495,0.7496539310772025,0.08433990061265295
Divvy Chicago,Vélo'v Lyon,0.7088450631706237,0.5986178122456688,0.8495064089507186,0.2508885967050498
Citi Bike NYC,Santander London,0.7086394783591974,0.6104314504222226,0.8531008718659455,0.24266942144372294
Beryl Manchester,Bicing Barcelona,0.708323787504966,0.6109544813130502,0.7933152933795955,0.1823608120665453
Bay Wheels SF,Metrorower,0.708112275574865,0.605586585172542,0.8757700448439101,0.27018345967136803
Beryl Bournemouth,BikeMi Milan,0.7081066394040916,0.5471137819259209,0.8208013685634801,0.2736875866375592
VéLÔ Toulouse,Metrorower,0.7052249875676008,0.58029083493383,0.8236454224640432,0.2433545875302131
BikeMi Milan,Metrorower,0.7041551172016061,0.5370986689956171,0.8569890893991031,0.31989042040348603
Bay Wheels SF,Valenbisi València,0.7036116765009046,0.5925394015270066,0.8402525179465896,0.24771311641958305
Bluebikes Boston,Santander London,0.7030493830924502,0.5614010816568169,0.8129171415553248,0.2515160598985079
Nextbike Praha,Valenbisi València,0.7024792541138363,0.4980533759029731,0.7710029539586657,0.2729495780556926
Divvy Chicago,Nextbike Berlin,0.7000684286212595,0.5938075024006283,0.8562959911559713,0.26248848875534303
Swabi Augsburg,BiciMAD Madrid,0.6979330768644947,0.5582529105829368,0.8237683463487615,0.2655154357658247
Vélo'v Lyon,Ecobici Buenos Aires,0.6961566921963371,0.5846813898258282,0.882157502547053,0.2974761127212249
Santander London,Beryl Manchester,0.696040658094657,0.5645404480416105,0.7695178253017279,0.20497737726011733
Capital DC,BikeMi Milan,0.6955787229994757,0.5303007798400495,0.8374551523619872,0.30715437252193767
Santander London,BiciMAD Madrid,0.6954743946668414,0.5989451920145343,0.9208385447936996,0.3218933527791653
Biketown Portland,BikeMi Milan,0.6936264514022312,0.5200539930895639,0.8377331306985943,0.31767913760903044
BikeMi Milan,Ecobici Ciudad de Mexico,0.6935703905991986,0.5349245452912351,0.8425155306110435,0.30759098531980833
Capital DC,VéLÔ Toulouse,0.6932006572383087,0.5625646314723173,0.8207116855772973,0.25814705410498007
BIXI Montréal,BikeMi Milan,0.692461468739036,0.5458136414032824,0.8350579880006,0.2892443465973177
Bay Wheels SF,Bicing Barcelona,0.6911935854800599,0.5360112786530591,0.7819685200249116,0.2459572413718525
Beryl Manchester,Bike Itaú Rio,0.6911807070046816,0.5846023348549679,0.8708949494158095,0.28629261456084154
Bluebikes Boston,Nextbike Praha,0.6907187074871068,0.5836259195500335,0.8334528483985467,0.2498269288485132
Bike Share Toronto,Ecobici Buenos Aires,0.6906342247258563,0.5618482366306813,0.8376835072930127,0.2758352706623314
Divvy Chicago,BIXI Montréal,0.6900081282555568,0.5902198972786568,0.8103568796039831,0.2201369823253263
Le Vélo Marseille,Velo Antwerpen,0.6899430612416242,0.5754827318398058,0.8647472145813564,0.2892644827415506
VéLÔ Toulouse,Nextbike Praha,0.6896928623644039,0.5599798791725366,0.7983430478347714,0.23836316866223484
Divvy Chicago,Beryl Manchester,0.687862820003381,0.551046571264258,0.7677440743363398,0.2166975030720818
VéLÔ Toulouse,Ecobici Ciudad de Mexico,0.687742848624455,0.568110931290809,0.8528228627471733,0.2847119314563643
BiciMAD Madrid,Villo Bruxelles,0.6875629884669543,0.5952729506357642,0.896217153324316,0.3009442026885517
Citi Bike NYC,Vélib Paris,0.6873263545565912,0.5634013137679241,0.7562697036195418,0.1928683898516177
Divvy Chicago,Velo Antwerpen,0.6871610025224515,0.5362283940914735,0.8016127347432825,0.26538434065180905
Le VélO Bordeaux,Velo Antwerpen,0.6871164701462421,0.556579986079743,0.8375808397339541,0.2810008536542111
Citi Bike NYC,Velo Antwerpen,0.6869262548115274,0.6076090680116565,0.8451249483451864,0.23751588033352988
Valenbisi València,Bike Itaú Rio,0.6868761002531885,0.4819674221493192,0.7854721208441884,0.3035046986948692
Biketown Portland,Bicing Barcelona,0.6861202894565197,0.5486976707442089,0.7664835847270401,0.2177859139828312
Swabi Augsburg,Mevo Gdańsk,0.6841298295912479,0.5653372830091621,0.7935768499984248,0.22823956698926273
Bluebikes Boston,Bike Itaú Rio,0.6834846763141408,0.5816495427450472,0.832927063120856,0.25127752037580875
Biketown Portland,VéLÔ Toulouse,0.6834638663321677,0.5454712007291456,0.8113142590183793,0.2658430582892337
Bike Share Toronto,Velospot CH,0.6828831507267388,0.5897265790413737,0.734087203537685,0.14436062449631126
Valenbisi València,Mevo Gdańsk,0.6815430110048402,0.4628924305579004,0.7561258780092729,0.2932334474513725
Beryl Manchester,Metrorower,0.6812759621473018,0.5863168209635996,0.8100302802975634,0.2237134593339638
Divvy Chicago,Bay Wheels SF,0.6810744792482379,0.5520993264827248,0.7532138081346232,0.2011144816518985
Biketown Portland,Ecobici Buenos Aires,0.6801552028857611,0.5272616068328674,0.7820854635802881,0.2548238567474207
Capital DC,Bay Wheels SF,0.6798927956852212,0.5878330669443571,0.8567670222016448,0.2689339552572877
Vélib Paris,VéLÔ Toulouse,0.6790426920479657,0.5531369641360447,0.7769524401782715,0.22381547604222674
Biketown Portland,Valenbisi València,0.6784908313590912,0.5518164050225582,0.8241559080923918,0.27233950306983357
Le VélO Bordeaux,BiciMAD Madrid,0.6773916931744355,0.5652259914532163,0.7744817493516065,0.20925575789839024
Citi Bike NYC,Bike Itaú Rio,0.6757640840580861,0.5318553525653301,0.7533485019191666,0.22149314935383646
Beryl Bournemouth,Velo Antwerpen,0.675533558210927,0.5612691407507239,0.8355569657295683,0.2742878249788444
Beryl Bournemouth,BiciMAD Madrid,0.6750502428779517,0.5299994683116751,0.762491659318535,0.23249219100685992
Santander London,Swabi Augsburg,0.6746949289976765,0.5579026447274763,0.7832864368521771,0.22538379212470083
Biketown Portland,Santander London,0.673503640685988,0.5603804374847371,0.7522156193237723,0.19183518183903525
Bay Wheels SF,Santander London,0.6724432584299928,0.5381766969243851,0.7609105718442764,0.22273387491989127
Vélib Paris,Valenbisi València,0.6722864609290363,0.47259771916392623,0.7394426078458777,0.26684488868195144
BiciMAD Madrid,Bike Itaú Rio,0.6710073999860013,0.5416572096954076,0.7492921723130866,0.207634962617679
Le Vélo Marseille,Ecobici Buenos Aires,0.6708361137400317,0.5231255043470986,0.7935731094330039,0.27044760508590526
Bay Wheels SF,Mevo Gdańsk,0.6695455654237704,0.5727534288757832,0.8406314851009306,0.2678780562251474
Biketown Portland,Bike Itaú Rio,0.669279277068344,0.579748873496971,0.8875362154724921,0.30778734197552104
BikeMi Milan,Bike Itaú Rio,0.668423053797635,0.5118776715966864,0.804759632723293,0.2928819611266066
Nextbike Praha,BikeMi Milan,0.6675794425403505,0.5214663900989729,0.8050485424573762,0.28358215235840334
Divvy Chicago,Le Vélo Marseille,0.6662191132944526,0.5464135142160409,0.7445874993287397,0.1981739851126988
Bluebikes Boston,Ecobici Ciudad de Mexico,0.6661824742226502,0.5454504079889883,0.7811470761867098,0.2356966681977215
Le VélO Bordeaux,Ecobici Buenos Aires,0.6646673388199884,0.5245092913778786,0.771289003656894,0.2467797122790154
BiciMAD Madrid,Mevo Gdańsk,0.6643486822935081,0.5214512084011544,0.7183574061353634,0.19690619773420892
Bay Wheels SF,Nextbike Praha,0.6612991940177324,0.574211999267665,0.8127966419340996,0.23858464266643464
Le VélO Bordeaux,Villo Bruxelles,0.6604611397720637,0.5432081134269391,0.8020449542235047,0.25883684079656566
Beryl Manchester,Ecobici Ciudad de Mexico,0.6601312970715569,0.5488332491340848,0.7467120311123512,0.19787878197826636
Biketown Portland,Ecobici Ciudad de Mexico,0.6598401888340977,0.5164948065419829,0.7295637413051094,0.2130689347631265
Vélo'v Lyon,Villo Bruxelles,0.6595610398466443,0.5945353239979009,0.7869187874841086,0.19238346348620772
VéLÔ Toulouse,Bike Itaú Rio,0.6583911551277439,0.538550760831154,0.769593676031431,0.23104291520027698
Valenbisi València,Ecobici Ciudad de Mexico,0.6582076611893741,0.5636448030898138,0.8728199479494002,0.3091751448595864
Bike Share Toronto,Beryl Manchester,0.6565307278926362,0.5542885360829632,0.798441216760683,0.24415268067771978
Divvy Chicago,Le VélO Bordeaux,0.6558406915044228,0.5475157170558345,0.7382320177230695,0.190716300667235
Bay Wheels SF,Nextbike Berlin,0.6544206600106994,0.5563904316602105,0.8211960998791454,0.2648056682189349
Capital DC,Beryl Manchester,0.6542487987664636,0.5632237314137201,0.7702024654748961,0.20697873406117606
Le Vélo Marseille,Villo Bruxelles,0.6540006648064189,0.5489083629383407,0.8211844435962337,0.272276080657893
Beryl Bournemouth,Villo Bruxelles,0.6539977398802952,0.55085880118902,0.7972171747460995,0.24635837355707957
Citi Bike NYC,Biketown Portland,0.6539864914693996,0.5547811026064532,0.7807599572725589,0.22597885466610568
Bay Wheels SF,Bike Share Toronto,0.6527940978511744,0.549996620179411,0.8214898638232515,0.27149324364384053
Bluebikes Boston,Mevo Gdańsk,0.6523714876047503,0.5532543200101351,0.798835300475834,0.24558098046569887
Nextbike Berlin,Ecobici Buenos Aires,0.6520244309378139,0.5439312596301493,0.8043422046569257,0.2604109450267764
Bay Wheels SF,Vélo'v Lyon,0.6508927116541166,0.5586213991011149,0.8261941783220363,0.2675727792209215
Citi Bike NYC,Mevo Gdańsk,0.6497634641404731,0.5227181766104837,0.707362577538464,0.1846444009279803
Beryl Bournemouth,Ecobici Buenos Aires,0.6491085925583651,0.51986823843625,0.7560846665001725,0.2362164280639225
Divvy Chicago,Beryl Bournemouth,0.6490980505923076,0.5328090515408506,0.7332804613061435,0.20047140976529298
Citi Bike NYC,Ecobici Ciudad de Mexico,0.6476359998495445,0.5923781944824422,0.8156342517739896,0.2232560572915474
Vélo'v Lyon,Beryl Manchester,0.6461995874633899,0.5566844064111669,0.8046724509204687,0.24798804450930179
Beryl Manchester,Nextbike Berlin,0.6448161801878189,0.5622388234375382,0.7507037928267126,0.18846496938917445
BikeMi Milan,Mevo Gdańsk,0.6431194426162541,0.4893253145237125,0.7769561419834996,0.28763082745978713
Bay Wheels SF,Ecobici Ciudad de Mexico,0.6427263307823279,0.5016332177135898,0.7414250120865646,0.23979179437297482
Divvy Chicago,Biketown Portland,0.6425956240414972,0.5031953033068375,0.7415125144881727,0.2383172111813352
BiciMAD Madrid,Ecobici Ciudad de Mexico,0.6421168444986778,0.5811526863468179,0.8576555207541535,0.2765028344073356
Bike Share Toronto,Bicing Barcelona,0.6419355399491085,0.571054285949796,0.8418799274249184,0.27082564147512234
Bay Wheels SF,BIXI Montréal,0.640030609538182,0.5461752810482682,0.7868155003616786,0.2406402193134104
Valenbisi València,Velospot CH,0.6394819968543397,0.44743187094172,0.6980075426183378,0.25057567167661776
Beryl Manchester,Mevo Gdańsk,0.6390357959713195,0.554609042025444,0.7689136364984281,0.2143045944729841
Vélib Paris,Metrorower,0.6390210517514576,0.5983711910068037,0.6785244674633172,0.08015327645651349
Beryl Manchester,BiciMAD Madrid,0.638308875012176,0.5401071855026341,0.7840775732671635,0.2439703877645294
Bike Share Toronto,Villo Bruxelles,0.6373390547000388,0.5669408335212678,0.8183909841907161,0.2514501506694483
Vélib Paris,BikeMi Milan,0.6372086551650182,0.4956983681055828,0.7516580652879324,0.2559596971823496
Vélib Paris,Nextbike Praha,0.6371701358701517,0.5912097063745141,0.675510985283381,0.08430127890886696
BIXI Montréal,Ecobici Buenos Aires,0.6371410875655624,0.5366265436641363,0.7914857410168021,0.2548591973526658
Bay Wheels SF,BiciMAD Madrid,0.6369344721423853,0.5296138836898117,0.7953637645664876,0.26574988087667595
Swabi Augsburg,Ecobici Ciudad de Mexico,0.636827417376812,0.538850829596123,0.7611387682623826,0.22228793866625962
Beryl Manchester,Nextbike Praha,0.6353175272813212,0.5515372798390487,0.7485558517338454,0.19701857189479677
Swabi Augsburg,Velospot CH,0.6350843231088958,0.5399196887704077,0.7386365184435024,0.19871682967309467
Bay Wheels SF,Velospot CH,0.6345429128087581,0.5506945203687672,0.7935135578921854,0.24281903752341816
Biketown Portland,Metrorower,0.6334596133043262,0.5688779297459559,0.8093250121656581,0.24044708241970225
Capital DC,Vélib Paris,0.6308583577470417,0.583356226389852,0.6624096568065578,0.07905343041670587
Bike Share Toronto,Santander London,0.6300530522515704,0.5489381221353355,0.8206023469450234,0.2716642248096879
VéLÔ Toulouse,Mevo Gdańsk,0.6299385210623647,0.5212456394834466,0.7370239529861146,0.21577831350266796
BiciMAD Madrid,Velo Antwerpen,0.6288284828928411,0.5502211689429063,0.8273347001354855,0.2771135311925792
BiciMAD Madrid,Velospot CH,0.6244629230650012,0.4880145781834868,0.6699482103765734,0.18193363219308656
BIXI Montréal,Beryl Manchester,0.6244425806780904,0.5419115239468151,0.728602373548549,0.18669084960173388
Vélo'v Lyon,Bicing Barcelona,0.6237267629915607,0.5620334953677648,0.811532649358167,0.24949915399040223
Vélo'v Lyon,Velo Antwerpen,0.6188890370469168,0.5701023733460326,0.7797558823743974,0.20965350902836477
Beryl Manchester,Velospot CH,0.6170875116382735,0.5331685255930393,0.726633052854663,0.19346452726162366
Vélib Paris,Le Vélo Marseille,0.6169444132845698,0.499103858611659,0.6745973782651731,0.17549351965351406
Bike Share Toronto,Velo Antwerpen,0.6166533135244943,0.5490374356488041,0.7915537992773777,0.24251636362857354
Divvy Chicago,Metrorower,0.6152991688745142,0.5286974651585145,0.745500552575454,0.21680308741693954
Citi Bike NYC,Velospot CH,0.6146181323001081,0.49773592803973876,0.6503920724032424,0.1526561443635036
Biketown Portland,Mevo Gdańsk,0.610533112359428,0.54738864377943,0.7718339711115343,0.22444532733210432
Divvy Chicago,Capital DC,0.6098770379926429,0.5123326267907272,0.7409731911658509,0.2286405643751237
Bluebikes Boston,Velospot CH,0.6096370614163689,0.5175119888834794,0.750835315917912,0.2333233270344326
Vélib Paris,Ecobici Buenos Aires,0.6092571541389716,0.5026923122731556,0.756866658760455,0.2541743464872994
Capital DC,Biketown Portland,0.6087998642434189,0.5479249577093108,0.7852448824037935,0.2373199246944827
Nextbike Berlin,Villo Bruxelles,0.608478267997433,0.5491819065229128,0.7401981425788151,0.19101623605590234
Le VélO Bordeaux,Bicing Barcelona,0.6063961103897124,0.4974519226946324,0.7289326277388261,0.23148070504419366
Le Vélo Marseille,Bicing Barcelona,0.6037251331346635,0.5077144523509013,0.7588927956064242,0.2511783432555229
Divvy Chicago,Nextbike Praha,0.6011489586963357,0.5223188471758831,0.7291999249209891,0.206881077745106
Biketown Portland,Bike Share Toronto,0.5995857338294759,0.5136099194190767,0.7706344509776871,0.2570245315586104
Metrorower,Ecobici Buenos Aires,0.5992520900084357,0.49984870732027203,0.7576593520611448,0.25781064474087273
Nextbike Berlin,Bicing Barcelona,0.598596906317466,0.5447311240376338,0.7761560681139743,0.2314249440763405
Vélo'v Lyon,Santander London,0.5975176436681353,0.5370156669712125,0.7147836283587781,0.17776796138756557
Velo Antwerpen,Metrorower,0.5971357540598536,0.5443452074940488,0.727811346663456,0.18346613916940724
BIXI Montréal,Villo Bruxelles,0.59647506063344,0.5409569049296675,0.7090500357132593,0.16809313078359178
BikeMi Milan,Velospot CH,0.5961406185535554,0.4631564762461303,0.7258520330939264,0.2626955568477961
Biketown Portland,Nextbike Praha,0.5940103813831432,0.53144913444325,0.7558001798254907,0.2243510453822407
Beryl Bournemouth,Bicing Barcelona,0.5936304724432458,0.49004678574663374,0.7212523049658628,0.23120551921922905
VéLÔ Toulouse,Velospot CH,0.5934878797855477,0.4948354584840406,0.6878758471259582,0.19304038864191758
Nextbike Berlin,Velo Antwerpen,0.5921891690313505,0.5504072579191643,0.7397515164846415,0.1893442585654772
Bluebikes Boston,Vélib Paris,0.5917424092773295,0.5063888571058404,0.7035907526565393,0.1972018955506989
Biketown Portland,Velospot CH,0.591741327240607,0.5304867415332537,0.7390785374139409,0.20859179588068721
Capital DC,Ecobici Buenos Aires,0.5916099279137599,0.49457321370563617,0.7615481001097876,0.2669748864041514
Biketown Portland,Nextbike Berlin,0.5911192758330802,0.5214485420740663,0.7700704997849507,0.24862195771088436
BIXI Montréal,Bicing Barcelona,0.5906247438693834,0.5399846232255372,0.7657607610275304,0.22577613780199324
Vélib Paris,Santander London,0.5875731638006483,0.5406544114742169,0.7010761641653911,0.1604217526911742
Biketown Portland,Vélo'v Lyon,0.5873471248503547,0.5120268705622608,0.7558236934515599,0.24379682288929905
Santander London,Nextbike Berlin,0.5859842257057191,0.5346507590642853,0.7055243719399586,0.17087361287567338
Divvy Chicago,Bike Itaú Rio,0.5858089002177622,0.48849281187276034,0.691625262630706,0.20313245075794567
Bike Share Toronto,Ecobici Ciudad de Mexico,0.5851818204410906,0.536914672228134,0.737144231511007,0.200229559282873
Villo Bruxelles,Metrorower,0.5839833674642281,0.5267685763935243,0.7191351499753061,0.19236657358178189
Nextbike Praha,Ecobici Buenos Aires,0.5834802909103951,0.4923761839274233,0.7421596802048245,0.24978349627740115
Biketown Portland,BiciMAD Madrid,0.5813038423564787,0.48949816695876314,0.752854795216945,0.26335662825818185
BIXI Montréal,Santander London,0.5807531081727837,0.529173528521571,0.6820623612759134,0.1528888327543424
Velo Antwerpen,Bike Itaú Rio,0.578634724187302,0.5048628036716063,0.7484573558419249,0.24359455217031856
Vélib Paris,Bicing Barcelona,0.5784692693923772,0.5270552016279401,0.7477774250663417,0.22072222343840164
Vélib Paris,Bike Itaú Rio,0.578350862652088,0.4910824340736018,0.6172004525626081,0.12611801848900633
Capital DC,Velo Antwerpen,0.5777427265611459,0.5292813042346984,0.7067978146207152,0.1775165103860168
Le VélO Bordeaux,Santander London,0.5775986453381812,0.4880745215283737,0.6907423290764725,0.20266780754809877
Biketown Portland,BIXI Montréal,0.5759162711191181,0.5129144472118662,0.7275226796497287,0.21460823243786253
Vélib Paris,Le VélO Bordeaux,0.575652605534744,0.4784982483889766,0.6483095753400059,0.1698113269510293
Ecobici Buenos Aires,Bike Itaú Rio,0.575383431434421,0.4695064012585516,0.6986678261254007,0.2291614248668491
Capital DC,Villo Bruxelles,0.5735352774849155,0.5131450629708185,0.6987050059713278,0.18555994300050926
BIXI Montréal,Velo Antwerpen,0.572882782668807,0.5373932497369791,0.7076486548513572,0.1702554051143781
Le Vélo Marseille,Santander London,0.5706027356486008,0.4796442574455624,0.7137388808122224,0.23409462336665998
Vélib Paris,Beryl Bournemouth,0.5698946200593041,0.4388465289734537,0.63051511347908,0.19166858450562624
Vélib Paris,Mevo Gdańsk,0.5694975048538287,0.5353227729308712,0.6060133365568801,0.0706905636260089
Vélib Paris,Swabi Augsburg,0.5671032396028288,0.4671790771404685,0.6569810782222328,0.18980200108176432
Santander London,Beryl Bournemouth,0.5627865178674716,0.4718980013467107,0.6907499765441092,0.21885197519739846
Vélib Paris,Ecobici Ciudad de Mexico,0.5611978901515025,0.5278464142958521,0.6784508666716121,0.15060445237576003
Nextbike Praha,Villo Bruxelles,0.5601329548674805,0.5048132293175193,0.6796045479025138,0.17479131858499453
Nextbike Praha,Velo Antwerpen,0.5600686069188963,0.51826183736205,0.6866673403334284,0.16840550297137835
Vélo'v Lyon,Ecobici Ciudad de Mexico,0.5599167869216387,0.5216425524788351,0.6994279416560288,0.17778538917719378
Villo Bruxelles,Bike Itaú Rio,0.5545344747050431,0.48171928854185175,0.7228937917057905,0.24117450316393874
Divvy Chicago,Mevo Gdańsk,0.551257511921305,0.4726599992902297,0.6588782946377391,0.18621829534750933
Nextbike Berlin,Ecobici Ciudad de Mexico,0.5512444772678563,0.5040008037358804,0.6844295824481497,0.18042877871226926
Vélib Paris,Villo Bruxelles,0.5468243865761495,0.48838701641615523,0.6689660129787733,0.1805789965626181
BIXI Montréal,Ecobici Ciudad de Mexico,0.5433463542497443,0.5110114797769703,0.6577926621574116,0.14678118238044136
Velo Antwerpen,Mevo Gdańsk,0.5423280742553229,0.4936004891971271,0.6751435314879193,0.18154304229079216
Bicing Barcelona,Metrorower,0.5399501679859059,0.48180676728410843,0.7024416460112813,0.2206348787271729
Vélib Paris,Velospot CH,0.5396562125687523,0.5064318086686973,0.5705866322604997,0.06415482359180236
Le VélO Bordeaux,Ecobici Ciudad de Mexico,0.5388871996960612,0.46139905132305453,0.6813270412745387,0.21992798995148416
Mevo Gdańsk,Ecobici Buenos Aires,0.5372403494688927,0.45004662338474566,0.6762334043098716,0.2261867809251259
Le Vélo Marseille,Ecobici Ciudad de Mexico,0.5315772385870846,0.4663200799271132,0.6810992038655265,0.21477912393841325
Beryl Bournemouth,Ecobici Ciudad de Mexico,0.5302578860694659,0.45925792347506705,0.6577585763774667,0.19850065290239965
Nextbike Praha,Bicing Barcelona,0.5291553901578019,0.48534899222280037,0.6814912368494265,0.1961422446266261
Capital DC,Bicing Barcelona,0.5280320824434003,0.4751462661765095,0.6858105679645413,0.2106643017880318
Villo Bruxelles,Mevo Gdańsk,0.5259107518982493,0.4717527055863794,0.6382517279729928,0.1664990223866134
Bay Wheels SF,Vélib Paris,0.5180210367814373,0.4414414066466404,0.634757778555335,0.1933163719086946
Divvy Chicago,Velospot CH,0.5143193311281217,0.44666519368714097,0.6147539681833646,0.16808877449622361
Vélib Paris,Beryl Manchester,0.5143159458338188,0.4413089951129058,0.5970210159146191,0.1557120208017133
Velo Antwerpen,Velospot CH,0.5133339305452115,0.47293931080023727,0.6244405056358455,0.15150119483560825
Santander London,Metrorower,0.5133302022598831,0.4677687428288908,0.6227700925802033,0.15500134975131252
Santander London,Nextbike Praha,0.5097524955735746,0.46147703978550575,0.6073821915719811,0.1459051517864754
Capital DC,Santander London,0.5079582949988803,0.46045112932866683,0.61068559320294,0.1502344638742732
Velospot CH,Ecobici Buenos Aires,0.5076783039306153,0.4302316946029587,0.6291139761057568,0.19888228150279813
Bicing Barcelona,Bike Itaú Rio,0.5074877244707577,0.45296881894031926,0.650946302482869,0.19797748354254974
Vélib Paris,Velo Antwerpen,0.49690744982274226,0.4534524258894396,0.6208554184714333,0.1674029925819937
Villo Bruxelles,Velospot CH,0.49395476427674473,0.44799703102430316,0.5951814511170856,0.1471844200927825
Santander London,Bike Itaú Rio,0.4906140109386773,0.4348942850542833,0.6154137561953149,0.18051947114103162
Metrorower,Ecobici Ciudad de Mexico,0.486348470551205,0.4520072491063311,0.59476227156487,0.14275502245853894
Bicing Barcelona,Mevo Gdańsk,0.4798876662488346,0.43471350165657613,0.6137730873529469,0.17905958569637076
Nextbike Praha,Ecobici Ciudad de Mexico,0.4797685353190533,0.45042929754617,0.5760595306834793,0.12563023313730926
Capital DC,Ecobici Ciudad de Mexico,0.47736069637659473,0.4451970584453525,0.585251497431714,0.1400544389863615
Biketown Portland,Vélib Paris,0.46362916021939443,0.4044814910637221,0.5843645352711557,0.17988304420743362
Santander London,Mevo Gdańsk,0.4617877929884225,0.41965162802347095,0.5431064145063088,0.12345478648283786
Ecobici Ciudad de Mexico,Bike Itaú Rio,0.4564782099445468,0.41670223863202305,0.5957492822265691,0.17904704359454604
Bicing Barcelona,Velospot CH,0.449158392670283,0.4141796363022101,0.5765208236552168,0.16234118735300673
Mevo Gdańsk,Ecobici Ciudad de Mexico,0.4342531959871941,0.40616202217334285,0.5327989372179213,0.1266369150445784
Santander London,Velospot CH,0.43006558315429644,0.4008051343980562,0.5125719330859522,0.11176679868789596
Velospot CH,Ecobici Ciudad de Mexico,0.40771034977763354,0.3872655299898668,0.49440399932599227,0.10713846933612547
