name,N,sigma,mean_ipr,extended_fraction
boston_bluebikes,497,733.1063913680991,0.05480625050469777,0.04225352112676056
chicago_divvy,1343,761.3304481374506,0.04262831441388964,0.01340282948622487
dc_capitalbikeshare,776,775.2227855176608,0.08439414601214597,0.00902061855670103
london_tfl,798,441.5660587498298,0.026088461589415548,0.042606516290726815
nyc_citibike,2845,326.97782186889054,0.09252479836434557,0.00492091388400703
sf_baywheels,560,625.3560123122356,0.055562218647475174,0.017857142857142856
world_ae_careem_bike,225,959.9215543384983,0.1752716728084572,0.02666666666666667
world_ar_ecobici,392,792.0194063215461,0.02671122926406162,0.336734693877551
world_ar_mibicitubici,97,1110.4572435334644,0.058092031997988715,0.6701030927835051
world_at_city_bike_linz,50,450.11745384740095,0.09050247622679683,0.88
world_at_nextbike_klagenfurt_austria,50,999.7924415893553,0.1274845547164805,0.52
world_at_stadtrad_innsbruck_austria,55,642.5740692695525,0.09536414219442554,0.6909090909090909
world_be_blue_bike,276,6194.52929919699,0.13807912845457762,0.010869565217391304
world_be_velo_antwerpen,321,547.1806991006911,0.037644614984577024,0.2398753894080997
world_be_villo,346,675.3734204137991,0.027071659612844166,0.37572254335260113
world_br_bike_brasilia,70,899.7639423934354,0.08918568981178723,0.6142857142857143
world_br_bike_est_cio,51,901.0774385501395,0.12600165356591475,0.6078431372549019
world_br_bike_ita_pernambuco,90,765.6419778460167,0.13210134749416894,0.35555555555555557
world_br_bike_ita_rio,406,477.5723530200005,0.06961706816424282,0.024630541871921183
world_br_bike_ita_salvador,74,1088.5233825116263,0.10972468457611297,0.3918918918918919
world_br_bike_ita_sampa,240,572.819114205387,0.06561295391442315,0.12916666666666668
world_br_bike_porto_alegre,90,676.9433262981062,0.0948473289809872,0.4666666666666667
world_ca_bike_share_toronto,1033,588.833246357085,0.05566295687607488,0.012584704743465635
world_ca_bixi_montr_al,1057,542.5913565395995,0.0628703034717053,0.014191106906338695
world_ca_mobi_bike_share,263,441.02453259673547,0.06218422611075318,0.13307984790874525
world_ca_v_lo,225,632.1671118050157,0.07093187912730747,0.21333333333333335
world_ch_velospot,1634,578.098413191451,0.10933736443139531,0.0
world_cl_bike_ita_santiago,200,648.9217910728202,0.06442270227637378,0.31
world_co_bogot,194,427.1151007028892,0.0681370124869293,0.18041237113402062
world_cz_nextbike_liberec,51,606.7447243076359,0.09919420303048931,0.6862745098039216
world_cz_nextbike_praha,1489,227.20103304883554,0.10305849677340549,0.0033579583613163196
world_de_bre_bike,108,1376.9825657035099,0.11766316963631869,0.2222222222222222
world_de_die_gr_ne_flotte,279,624.3698210984903,0.1573985229483775,0.035842293906810034
world_de_frelo,161,1291.565075467088,0.11657434570554681,0.13664596273291926
world_de_movemix_bike,89,602.3816881372321,0.09720713783135031,0.42696629213483145
world_de_naturenergie_sharing,318,2036.913961680192,0.2348122692377888,0.012578616352201259
world_de_nextbike_berlin,1456,439.77831328996376,0.07637853600408974,0.004120879120879121
world_de_nextbike_gie_en,64,621.7477455314701,0.1179840899967449,0.5625
world_de_nextbike_kassel,65,832.7301242517971,0.13460761752094969,0.3230769230769231
world_de_swabi_augsburg,527,408.72923437195874,0.06169991800930822,0.024667931688804556
world_de_usedomrad,98,2254.1360294449833,0.1980894289349679,0.061224489795918366
world_es_ambici,237,782.532683250313,0.10408672782859042,0.012658227848101266
world_es_bicicoru_a,81,636.8471385331043,0.08494156886530327,0.5925925925925926
world_es_bicimad,638,699.9620022389299,0.03367902164472135,0.0768025078369906
world_es_bicing,545,405.2487383065613,0.027272021856330927,0.14495412844036698
world_es_bicipalma,91,682.5012046194352,0.08566674031821445,0.5164835164835165
world_es_bizi,276,488.08963298895605,0.03685054336542887,0.37681159420289856
world_es_bizkaibizi_spain,105,799.6030665463205,0.08676765604351855,0.3523809523809524
world_es_dbizi,70,626.5542209518565,0.10412247020469181,0.5428571428571428
world_es_moxsi_las_palmas_de_gran_canaria,64,724.2102197635372,0.1549151692324291,0.359375
world_es_nextbike_le_n,51,713.8591804554858,0.09613644939746416,0.8235294117647058
world_es_sevici,243,500.6991077583917,0.05303000737535332,0.27983539094650206
world_es_valenbisi,278,458.91286249198134,0.028973364711060257,0.5719424460431655
world_es_valladolid,104,681.0912694011375,0.083013670164447,0.5576923076923077
world_fr_auxr_m_le_v_lo,55,2909.9778179291434,0.1086466310747355,0.6909090909090909
world_fr_c_v_lo,82,714.3589807594346,0.11105735772218993,0.4024390243902439
world_fr_caliv_lo,66,2124.4133774288794,0.1847796146737955,0.09090909090909091
world_fr_clem,251,23373.244660647593,0.23570372436731157,0.01195219123505976
world_fr_graoulib,56,1191.5785475600355,0.08153168432188426,0.75
world_fr_le_v_lo_par_tbm,228,666.6069509138573,0.06354901707987445,0.16666666666666666
world_fr_le_v_lo_star,57,757.0812860471963,0.07268630014086865,0.8421052631578947
world_fr_lev_lo_marseille,228,627.5457951277153,0.062213752483218386,0.24561403508771928
world_fr_lib_lo,68,939.7684568695313,0.15057695800163953,0.36764705882352944
world_fr_lovelo_libre_service,124,653.3764317395903,0.07572579520567475,0.4274193548387097
world_fr_naolib,123,552.3908663963115,0.054505559673608456,0.6016260162601627
world_fr_nemov_lo,52,875.1976493179092,0.13202340802574228,0.4230769230769231
world_fr_twisto_v_lolib,76,1117.0685332104124,0.08283075336545886,0.631578947368421
world_fr_v_l_toulouse,444,606.8347667965153,0.03505539885659602,0.15090090090090091
world_fr_v_lib_metropole,1511,439.171349878301,0.03457967352311527,0.025810721376571807
world_fr_v_livert,97,1321.9935229625746,0.17392545425549163,0.13402061855670103
world_fr_v_lo_fluo_grand_est,52,47769.12843432253,0.1089309588724139,0.6153846153846154
world_fr_v_lo_modalis,57,3998.242674407537,0.07795904004381132,0.7894736842105263
world_fr_v_lo_tanlib,58,1293.5357155986899,0.09458410728936277,0.6896551724137931
world_fr_v_lo_v,459,488.23678874012893,0.05459972371196075,0.13507625272331156
world_fr_v_locit_mulhouse,62,913.2858480120544,0.10695071523535575,0.5967741935483871
world_fr_v_lomagg,52,762.5596823815157,0.14307906061502987,0.5192307692307693
world_fr_v_lonecy,80,2578.026137760783,0.08518788928957902,0.475
world_fr_vel_in,80,1223.2237133595668,0.10888302884085603,0.4625
world_fr_vilvolt,106,1169.608469257243,0.1854944832740806,0.16981132075471697
world_fr_zebullo,66,1213.4134830344274,0.08570607851270988,0.7424242424242424
world_gb_beryl_bcp,400,692.1630339110492,0.08050453938192675,0.0275
world_gb_beryl_brighton,108,716.8985556308493,0.12452852128362088,0.17592592592592593
world_gb_beryl_cornwall,109,1010.9396735664491,0.17245188701327402,0.01834862385321101
world_gb_beryl_greater_manchester,286,432.1413753523534,0.05802063373541196,0.10139860139860139
world_gb_beryl_hereford,73,689.7698015038405,0.10367726017134406,0.5342465753424658
world_gb_beryl_isle_of_wight,88,855.4577330552329,0.16873210076594322,0.056818181818181816
world_gb_beryl_leeds,94,544.9501420182489,0.11755499575640695,0.30851063829787234
world_gb_beryl_norwich,205,720.4179700656978,0.1038380334530098,0.1024390243902439
world_gb_beryl_plymouth,133,835.1275620026532,0.06923807263310913,0.2781954887218045
world_gb_beryl_portsmouth,104,659.716934768009,0.09233382712431483,0.27884615384615385
world_gb_beryl_southampton,105,535.4201639887469,0.11648584717803406,0.2571428571428571
world_gb_beryl_watford,97,654.9360398944312,0.08147317689497406,0.5257731958762887
world_gb_beryl_west_midlands,257,534.050773690896,0.1475625065351254,0.0038910505836575876
world_gb_beryl_worcester,56,665.9009119581282,0.140623953856225,0.5
world_hr_bajs_zagreb_croatia,201,815.2154425003688,0.055444242012252905,0.3034825870646766
world_ie_beryl_belfast,61,684.4231435100079,0.10174617319506969,0.5409836065573771
world_ie_dublinbikes,116,414.2544993982603,0.059177794103463126,0.5344827586206896
world_it_milan_bikemi,318,490.73946170600317,0.03383650261699177,0.31446540880503143
world_lu_vel_oh,146,842.9967810605053,0.08694371463790695,0.2602739726027397
world_mc_monabike,58,288.0400000187028,0.11768106682717738,0.5172413793103449
world_mx_ecobici,677,423.7036726328018,0.021166871289417737,0.1240768094534712
world_mx_mibici_guadalajara,369,452.82642444008536,0.0359011811168871,0.18157181571815717
world_no_bergen_city_bike,94,388.2588257349417,0.09252286558505841,0.425531914893617
world_pl_metrorower,944,1116.6243020553018,0.0912387496423093,0.005296610169491525
world_pl_mevo,821,723.4459317369367,0.1007303968348851,0.0048721071863581
world_pl_veturilo_3_0,344,1039.940289011538,0.04413152377806766,0.18604651162790697
world_pl_wrm_nextbike_poland,263,1130.3646694375302,0.0635278009330123,0.1444866920152091
world_ro_sibiu_bikecity,57,895.0529747195625,0.11074354265955128,0.7017543859649122
world_si_bicikelj,87,915.7698926728074,0.08276990331232073,0.5632183908045977
world_si_nomago_bikes_kolesce,84,1550.0082353825992,0.187559000133575,0.14285714285714285
world_tr_aar_bike,118,1364.2403644494157,0.09588460176746404,0.3389830508474576
world_us_bay_wheels,628,637.5693756998719,0.05482916829856294,0.01592356687898089
world_us_biketown,274,796.6508942924739,0.06007815631757973,0.08759124087591241
world_us_biki,134,415.12031230244395,0.06871131394757878,0.3208955223880597
world_us_blue_bikes,597,647.9758762713515,0.06000627798643707,0.01507537688442211
world_us_capital_bike_share,831,791.5884514454616,0.08268916723321013,0.00842358604091456
world_us_capmetro,84,704.5062930551003,0.12069609150689327,0.25
world_us_citi_bike,2406,390.5968199521245,0.02064728449606477,0.003740648379052369
world_us_divvy,1999,630.2605423766463,0.054095350691690004,0.005502751375687844
world_us_lyft_scooters_denver,119,421.26411703020733,0.10758068660573514,0.2184873949579832
world_us_mogo_detroit,81,1299.2323253740442,0.14847322864466028,0.14814814814814814
world_us_pogoh,60,1068.0920991126927,0.10127213172816678,0.5166666666666667
world_us_trinity_metro_bikes,57,1194.0079307170236,0.16342611994508005,0.3684210526315789
world_us_we_cycle,99,700.6716198852158,0.19195561666953523,0.020202020202020204
