city,split_id,N,z_kde,dirichlet_y,r2_base,r2_aug,gain
d10_Paris,0,1361,-8.216757810397606,0.46104418087317717,0.3689140078709716,0.44155983455963155,0.07264582668865993
d10_Paris,1,1361,-8.216757810397606,0.46104418087317717,0.2999881207164863,0.352668028973544,0.052679908257057706
d10_Paris,2,1361,-8.216757810397606,0.46104418087317717,0.3367773781136977,0.3854776236008258,0.048700245487128146
d10_Paris,3,1361,-8.216757810397606,0.46104418087317717,0.3035411353447248,0.35683189723052655,0.05329076188580173
d10_Paris,4,1361,-8.216757810397606,0.46104418087317717,0.44084543728340975,0.49435839403126314,0.05351295674785339
d10_Paris,5,1361,-8.216757810397606,0.46104418087317717,0.35813033262473226,0.4184140434071396,0.06028371078240735
d10_Paris,6,1361,-8.216757810397606,0.46104418087317717,0.3605931680280573,0.4123839052778362,0.051790737249778895
d10_Paris,7,1361,-8.216757810397606,0.46104418087317717,0.4021019013103887,0.44628023878844225,0.04417833747805355
d10_Paris,8,1361,-8.216757810397606,0.46104418087317717,0.3496867794899572,0.4105222650370536,0.06083548554709639
d10_Paris,9,1361,-8.216757810397606,0.46104418087317717,0.3690060452281777,0.4289778058341447,0.059971760605966984
d10_inurba-rouen,0,124,-1.0091155704432255,0.4055357384270259,0.5256390111015549,0.5899243731822614,0.06428536208070657
d10_inurba-rouen,1,124,-1.0091155704432255,0.4055357384270259,0.3399212203378572,0.36521973772889826,0.025298517391041053
d10_inurba-rouen,2,124,-1.0091155704432255,0.4055357384270259,0.42550305695426804,0.4557345823880452,0.030231525433777162
d10_inurba-rouen,3,124,-1.0091155704432255,0.4055357384270259,0.4479010130145977,0.4710826567300138,0.02318164371541609
d10_inurba-rouen,4,124,-1.0091155704432255,0.4055357384270259,0.3582185036653106,0.40429659198972834,0.04607808832441773
d10_inurba-rouen,5,124,-1.0091155704432255,0.4055357384270259,0.2085291586174841,0.2703470642972755,0.061817905679791396
d10_inurba-rouen,6,124,-1.0091155704432255,0.4055357384270259,0.4180999600324494,0.43800621852815647,0.01990625849570704
d10_inurba-rouen,7,124,-1.0091155704432255,0.4055357384270259,0.43785417188376763,0.46398116378691134,0.026126991903143715
d10_inurba-rouen,8,124,-1.0091155704432255,0.4055357384270259,0.6183872206569947,0.6507856073487616,0.03239838669176687
d10_inurba-rouen,9,124,-1.0091155704432255,0.4055357384270259,0.5169957773139546,0.5417156269310084,0.024719849617053757
d10_levelo_inurba_marseille,0,228,-1.227833831432313,0.49786707367620653,0.4154034753607372,0.4448408681564854,0.029437392795748196
d10_levelo_inurba_marseille,1,228,-1.227833831432313,0.49786707367620653,0.3160348755991912,0.32133979322781303,0.005304917628621841
d10_levelo_inurba_marseille,2,228,-1.227833831432313,0.49786707367620653,0.4169020603051732,0.444374958583465,0.027472898278291802
d10_levelo_inurba_marseille,3,228,-1.227833831432313,0.49786707367620653,0.432437192207485,0.4113341676786423,-0.021103024528842718
d10_levelo_inurba_marseille,4,228,-1.227833831432313,0.49786707367620653,0.3456890876595391,0.3816299490234484,0.03594086136390928
d10_levelo_inurba_marseille,5,228,-1.227833831432313,0.49786707367620653,0.3596115228891439,0.40029859572597115,0.040687072836827265
d10_levelo_inurba_marseille,6,228,-1.227833831432313,0.49786707367620653,0.4463132703439219,0.4731937152163791,0.02688044487245722
d10_levelo_inurba_marseille,7,228,-1.227833831432313,0.49786707367620653,0.34002070078598723,0.3621511674975144,0.022130466711527186
d10_levelo_inurba_marseille,8,228,-1.227833831432313,0.49786707367620653,0.48392057433349844,0.5232479430907024,0.039327368757203995
d10_levelo_inurba_marseille,9,228,-1.227833831432313,0.49786707367620653,0.37638169107090147,0.4031716240321993,0.026789932961297835
d10_lyon,0,462,-1.8767363164863284,0.5412526386157657,0.4735347242435721,0.4925895421683816,0.019054817924809453
d10_lyon,1,462,-1.8767363164863284,0.5412526386157657,0.3579254867348469,0.37383760654619336,0.015912119811346437
d10_lyon,2,462,-1.8767363164863284,0.5412526386157657,0.45517203403560846,0.472173284971074,0.01700125093546556
d10_lyon,3,462,-1.8767363164863284,0.5412526386157657,0.42300691473157603,0.4379159127365907,0.014908998005014662
d10_lyon,4,462,-1.8767363164863284,0.5412526386157657,0.41468838481812786,0.4147055382520428,1.71534339149515e-05
d10_lyon,5,462,-1.8767363164863284,0.5412526386157657,0.4304313432580211,0.44973774948826706,0.01930640623024593
d10_lyon,6,462,-1.8767363164863284,0.5412526386157657,0.47398306428315107,0.498391567307941,0.024408503024789918
d10_lyon,7,462,-1.8767363164863284,0.5412526386157657,0.4065223446868781,0.4345821561341252,0.02805981144724712
d10_lyon,8,462,-1.8767363164863284,0.5412526386157657,0.5233735975180873,0.5338234572561047,0.010449859738017375
d10_lyon,9,462,-1.8767363164863284,0.5412526386157657,0.48461081871694145,0.5085356958736433,0.023924877156701885
d10_nantes,0,123,-3.1963068125432685,0.5784674595395435,0.17779035848557645,0.2948931652661234,0.11710280678054696
d10_nantes,1,123,-3.1963068125432685,0.5784674595395435,0.07441170945381226,0.2111118063788825,0.13670009692507024
d10_nantes,2,123,-3.1963068125432685,0.5784674595395435,0.056737213997590796,0.11818062599397927,0.061443411996388475
d10_nantes,3,123,-3.1963068125432685,0.5784674595395435,0.05558766077567334,0.1080344656215162,0.052446804845842854
d10_nantes,4,123,-3.1963068125432685,0.5784674595395435,0.298719064710385,0.39077501016917615,0.09205594545879114
d10_nantes,5,123,-3.1963068125432685,0.5784674595395435,0.03963085207381534,0.20258433267612008,0.16295348060230475
d10_nantes,6,123,-3.1963068125432685,0.5784674595395435,0.1829357813799647,0.2791347503062246,0.0961989689262599
d10_nantes,7,123,-3.1963068125432685,0.5784674595395435,0.1672616934547727,0.31017430330954743,0.14291260985477472
d10_nantes,8,123,-3.1963068125432685,0.5784674595395435,0.3427562506560142,0.3907380175490366,0.04798176689302236
d10_nantes,9,123,-3.1963068125432685,0.5784674595395435,0.0791471074901069,0.12426277003380992,0.04511566254370303
d10_toulouse,0,448,-5.7618865359164335,0.4532939000109151,0.39141185051170024,0.44985602841169636,0.05844417789999612
d10_toulouse,1,448,-5.7618865359164335,0.4532939000109151,0.39884119644823934,0.4668876460707061,0.06804644962246675
d10_toulouse,2,448,-5.7618865359164335,0.4532939000109151,0.41361947782583386,0.5161226045180245,0.10250312669219064
d10_toulouse,3,448,-5.7618865359164335,0.4532939000109151,0.23348924206278254,0.28756078894942094,0.0540715468866384
d10_toulouse,4,448,-5.7618865359164335,0.4532939000109151,0.1972068073863953,0.24492028415002332,0.04771347676362803
d10_toulouse,5,448,-5.7618865359164335,0.4532939000109151,0.3246625519372639,0.3639032593718666,0.03924070743460273
d10_toulouse,6,448,-5.7618865359164335,0.4532939000109151,0.31843545912893356,0.37529052763306636,0.0568550685041328
d10_toulouse,7,448,-5.7618865359164335,0.4532939000109151,0.41183313981778025,0.46268740356796834,0.05085426375018809
d10_toulouse,8,448,-5.7618865359164335,0.4532939000109151,0.4083019567946976,0.45462476035637767,0.04632280356168006
d10_toulouse,9,448,-5.7618865359164335,0.4532939000109151,0.3083860321944343,0.3695690490660859,0.06118301687165162
d10_twisto_velolib_caen,0,76,-1.913422593535398,0.8251003180619085,0.0227475788223237,0.05332887327567093,0.03058129445334723
d10_twisto_velolib_caen,1,76,-1.913422593535398,0.8251003180619085,-0.24444135284984814,-0.19644596675463544,0.0479953860952127
d10_twisto_velolib_caen,2,76,-1.913422593535398,0.8251003180619085,-0.18728131223210376,-0.1124532213270315,0.07482809090507225
d10_twisto_velolib_caen,3,76,-1.913422593535398,0.8251003180619085,0.13529493504910173,0.17660320599694523,0.041308270947843506
d10_twisto_velolib_caen,4,76,-1.913422593535398,0.8251003180619085,0.25116697655440234,0.1942377076154872,-0.056929268938915145
d10_twisto_velolib_caen,5,76,-1.913422593535398,0.8251003180619085,0.17254172177750493,0.22145742354919906,0.04891570177169413
d10_twisto_velolib_caen,6,76,-1.913422593535398,0.8251003180619085,-0.31999975988210094,-0.22848764412253142,0.09151211575956952
d10_twisto_velolib_caen,7,76,-1.913422593535398,0.8251003180619085,0.026660409477633706,0.0054342417900591355,-0.02122616768757457
d10_twisto_velolib_caen,8,76,-1.913422593535398,0.8251003180619085,0.009770943448183411,0.049515674297192946,0.039744730849009535
d10_twisto_velolib_caen,9,76,-1.913422593535398,0.8251003180619085,0.12928436066121685,0.1340668426398065,0.004782481978589659
d10_velivert_saint_etienne,0,97,2.72938324376681,0.4400028257620356,0.5882520606892041,0.5667371398863366,-0.021514920802867543
d10_velivert_saint_etienne,1,97,2.72938324376681,0.4400028257620356,0.5870764111854688,0.6294724958194369,0.042396084633968045
d10_velivert_saint_etienne,2,97,2.72938324376681,0.4400028257620356,0.6251475020994556,0.670549213598018,0.045401711498562425
d10_velivert_saint_etienne,3,97,2.72938324376681,0.4400028257620356,0.5326540987289207,0.5207613784330238,-0.01189272029589683
d10_velivert_saint_etienne,4,97,2.72938324376681,0.4400028257620356,0.4453946081743916,0.5068712728331395,0.061476664658747904
d10_velivert_saint_etienne,5,97,2.72938324376681,0.4400028257620356,0.5558209654970667,0.591108779921476,0.035287814424409314
d10_velivert_saint_etienne,6,97,2.72938324376681,0.4400028257620356,0.6931166349121236,0.7163233841479755,0.023206749235851865
d10_velivert_saint_etienne,7,97,2.72938324376681,0.4400028257620356,0.3519178096712092,0.41079414176452156,0.058876332093312334
d10_velivert_saint_etienne,8,97,2.72938324376681,0.4400028257620356,0.7201584468802444,0.7532012970750701,0.03304285019482567
d10_velivert_saint_etienne,9,97,2.72938324376681,0.4400028257620356,0.4091819553930607,0.44874168522190816,0.03955972982884748
d10_velo-tbm-bordeaux,0,228,-2.1172463290679917,0.8169880607297554,0.2816680269174314,0.2976270042358904,0.015958977318458967
d10_velo-tbm-bordeaux,1,228,-2.1172463290679917,0.8169880607297554,0.12374748134220659,0.11274317980093085,-0.01100430154127574
d10_velo-tbm-bordeaux,2,228,-2.1172463290679917,0.8169880607297554,0.15217998293866863,0.19352947724529446,0.04134949430662582
d10_velo-tbm-bordeaux,3,228,-2.1172463290679917,0.8169880607297554,0.1799789829671492,0.20278005386496933,0.02280107089782013
d10_velo-tbm-bordeaux,4,228,-2.1172463290679917,0.8169880607297554,0.10036782262154331,0.15730976512359374,0.056941942502050424
d10_velo-tbm-bordeaux,5,228,-2.1172463290679917,0.8169880607297554,0.17534598050178218,0.17313313968986177,-0.0022128408119204135
d10_velo-tbm-bordeaux,6,228,-2.1172463290679917,0.8169880607297554,0.01362916510868284,0.05932597603638823,0.04569681092770539
d10_velo-tbm-bordeaux,7,228,-2.1172463290679917,0.8169880607297554,0.04365940626346543,0.06146738504038873,0.017807978776923306
d10_velo-tbm-bordeaux,8,228,-2.1172463290679917,0.8169880607297554,0.1616636642501006,0.15955129892596198,-0.0021123653241386098
d10_velo-tbm-bordeaux,9,228,-2.1172463290679917,0.8169880607297554,-0.4741841524487742,-0.48800657502775135,-0.013822422578977145
d10_velonecy60minutes_annecy,0,80,-1.4496329205324168,0.5390859856317395,0.4097914810723199,0.4559460837561494,0.04615460268382954
d10_velonecy60minutes_annecy,1,80,-1.4496329205324168,0.5390859856317395,0.3807627157233996,0.4438390820605299,0.06307636633713032
d10_velonecy60minutes_annecy,2,80,-1.4496329205324168,0.5390859856317395,0.4160534926711309,0.4976859333062983,0.08163244063516739
d10_velonecy60minutes_annecy,3,80,-1.4496329205324168,0.5390859856317395,0.550282392600264,0.5977818608272425,0.04749946822697848
d10_velonecy60minutes_annecy,4,80,-1.4496329205324168,0.5390859856317395,0.4156113286065727,0.545147286379993,0.1295359577734203
d10_velonecy60minutes_annecy,5,80,-1.4496329205324168,0.5390859856317395,0.3198527562826028,0.36080816760166223,0.04095541131905944
d10_velonecy60minutes_annecy,6,80,-1.4496329205324168,0.5390859856317395,0.31004723300545556,0.3616472030240292,0.05159997001857364
d10_velonecy60minutes_annecy,7,80,-1.4496329205324168,0.5390859856317395,0.059674675287959555,0.17010481875400685,0.11043014346604729
d10_velonecy60minutes_annecy,8,80,-1.4496329205324168,0.5390859856317395,0.4176251393520827,0.5279724083827544,0.11034726903067171
d10_velonecy60minutes_annecy,9,80,-1.4496329205324168,0.5390859856317395,0.08763544536952228,0.21777229813096577,0.1301368527614435
d10_vilvolt_epinal,0,106,3.8399795679778768,0.5969437067868291,0.39447141213033843,0.3790834340778202,-0.015387978052518236
d10_vilvolt_epinal,1,106,3.8399795679778768,0.5969437067868291,0.42342952960286906,0.39634146924058566,-0.027088060362283395
d10_vilvolt_epinal,2,106,3.8399795679778768,0.5969437067868291,0.36630321647095954,0.37687419840469594,0.0105709819337364
d10_vilvolt_epinal,3,106,3.8399795679778768,0.5969437067868291,0.3842557237752199,0.39637206422712157,0.012116340451901686
d10_vilvolt_epinal,4,106,3.8399795679778768,0.5969437067868291,0.41963881249917445,0.43151837491232814,0.011879562413153688
d10_vilvolt_epinal,5,106,3.8399795679778768,0.5969437067868291,0.41401956135851525,0.42284444839349633,0.008824887034981077
d10_vilvolt_epinal,6,106,3.8399795679778768,0.5969437067868291,0.5732301001712014,0.5818413719125718,0.008611271741370441
d10_vilvolt_epinal,7,106,3.8399795679778768,0.5969437067868291,0.35559043935921963,0.3023618290350565,-0.05322861032416315
d10_vilvolt_epinal,8,106,3.8399795679778768,0.5969437067868291,0.5571223991406121,0.5297312402381196,-0.02739115890249255
d10_vilvolt_epinal,9,106,3.8399795679778768,0.5969437067868291,0.432094455243372,0.436156846349102,0.004062391105730034
d10_zebullo,0,66,-1.1817038102878736,0.5524871962906458,-0.02254881398487263,0.10208197486357695,0.12463078884844958
d10_zebullo,1,66,-1.1817038102878736,0.5524871962906458,0.330929072692159,0.4158530733300313,0.08492400063787231
d10_zebullo,2,66,-1.1817038102878736,0.5524871962906458,0.2107051620242728,0.33148344869770363,0.12077828667343082
d10_zebullo,3,66,-1.1817038102878736,0.5524871962906458,0.015686100553537474,0.16138228087682804,0.14569618032329057
d10_zebullo,4,66,-1.1817038102878736,0.5524871962906458,0.2512853574474948,0.35758161625283935,0.10629625880534455
d10_zebullo,5,66,-1.1817038102878736,0.5524871962906458,0.13785123597539573,0.2629658679825909,0.1251146320071952
d10_zebullo,6,66,-1.1817038102878736,0.5524871962906458,0.34183531942287537,0.4151618710612509,0.07332655163837554
d10_zebullo,7,66,-1.1817038102878736,0.5524871962906458,0.3494977082696914,0.4195984930522434,0.070100784782552
d10_zebullo,8,66,-1.1817038102878736,0.5524871962906458,-0.025022942735842157,0.05516295490072831,0.08018589763657047
d10_zebullo,9,66,-1.1817038102878736,0.5524871962906458,0.16342975730472975,0.2869495191190691,0.12351976181433932
d14_montreal_bixi,0,717,-1.393289033172466,0.31061350749159217,0.5652278209048153,0.5835225378072326,0.01829471690241735
d14_montreal_bixi,1,717,-1.393289033172466,0.31061350749159217,0.6288157917070889,0.6393135858125534,0.010497794105464475
d14_montreal_bixi,2,717,-1.393289033172466,0.31061350749159217,0.6293317022261562,0.6348761099009537,0.005544407674797469
d14_montreal_bixi,3,717,-1.393289033172466,0.31061350749159217,0.6114051631036448,0.6205391428313904,0.009133979727745656
d14_montreal_bixi,4,717,-1.393289033172466,0.31061350749159217,0.6066060527193329,0.6186037562309731,0.011997703511640201
d14_montreal_bixi,5,717,-1.393289033172466,0.31061350749159217,0.6007307214560985,0.620043243797529,0.019312522341430438
d14_montreal_bixi,6,717,-1.393289033172466,0.31061350749159217,0.6204869425172213,0.6340582225559104,0.013571280038689126
d14_montreal_bixi,7,717,-1.393289033172466,0.31061350749159217,0.605367066800441,0.6202731329706477,0.014906066170206733
d14_montreal_bixi,8,717,-1.393289033172466,0.31061350749159217,0.6238345445461271,0.6369223947944833,0.013087850248356236
d14_montreal_bixi,9,717,-1.393289033172466,0.31061350749159217,0.6144420030110413,0.6268519889611655,0.012409985950124103
d16_london_tfl,0,788,-12.747587995559863,0.6368569472607764,0.08428093256438074,0.1407416762417113,0.05646074367733056
d16_london_tfl,1,788,-12.747587995559863,0.6368569472607764,0.18303106931811386,0.2385712681937614,0.05554019887564754
d16_london_tfl,2,788,-12.747587995559863,0.6368569472607764,0.17710857369322086,0.2168414685136938,0.03973289482047293
d16_london_tfl,3,788,-12.747587995559863,0.6368569472607764,0.09524088350765947,0.1428701949522393,0.047629311444579825
d16_london_tfl,4,788,-12.747587995559863,0.6368569472607764,0.1616317364670996,0.20909319373850133,0.04746145727140172
d16_london_tfl,5,788,-12.747587995559863,0.6368569472607764,0.15302433159771056,0.19743414008970872,0.04440980849199816
d16_london_tfl,6,788,-12.747587995559863,0.6368569472607764,0.20650175194484632,0.25418845829581715,0.04768670635097083
d16_london_tfl,7,788,-12.747587995559863,0.6368569472607764,0.23951394485643251,0.28457762213755455,0.04506367728112204
d16_london_tfl,8,788,-12.747587995559863,0.6368569472607764,0.2355190184210486,0.28358168044692467,0.04806266202587606
d16_london_tfl,9,788,-12.747587995559863,0.6368569472607764,0.2146894830200221,0.2950091749937921,0.08031969197376998
d3_boston_bluebikes,0,493,-3.5359695428935165,0.29536130334502436,0.4513392965870253,0.5306929358033825,0.07935363921635719
d3_boston_bluebikes,1,493,-3.5359695428935165,0.29536130334502436,0.47615961931288786,0.5431584684273607,0.06699884911447285
d3_boston_bluebikes,2,493,-3.5359695428935165,0.29536130334502436,0.4696453002210772,0.5478113767890394,0.07816607656796215
d3_boston_bluebikes,3,493,-3.5359695428935165,0.29536130334502436,0.40709783727488036,0.46401358183368113,0.056915744558800774
d3_boston_bluebikes,4,493,-3.5359695428935165,0.29536130334502436,0.44637899693266203,0.502993067878196,0.056614070945533945
d3_boston_bluebikes,5,493,-3.5359695428935165,0.29536130334502436,0.5008641883122744,0.5509870897846294,0.050122901472354986
d3_boston_bluebikes,6,493,-3.5359695428935165,0.29536130334502436,0.5144044907336536,0.5976520620618231,0.08324757132816951
d3_boston_bluebikes,7,493,-3.5359695428935165,0.29536130334502436,0.49007979224767406,0.558350324158169,0.06827053191049492
d3_boston_bluebikes,8,493,-3.5359695428935165,0.29536130334502436,0.4172386385584308,0.4762509279518736,0.05901228939344283
d3_boston_bluebikes,9,493,-3.5359695428935165,0.29536130334502436,0.416844941374253,0.46303782993503917,0.04619288856078618
d3_chicago_divvy,0,1337,-2.4065046415887537,0.23953674458005075,0.4346803402462318,0.5029977797766598,0.06831743953042801
d3_chicago_divvy,1,1337,-2.4065046415887537,0.23953674458005075,0.36384322579441974,0.47178178865847187,0.10793856286405212
d3_chicago_divvy,2,1337,-2.4065046415887537,0.23953674458005075,0.49615545332419697,0.5881329317074779,0.09197747838328096
d3_chicago_divvy,3,1337,-2.4065046415887537,0.23953674458005075,0.44077943532522,0.5374418696455783,0.09666243432035826
d3_chicago_divvy,4,1337,-2.4065046415887537,0.23953674458005075,0.39032273085576963,0.49509372238847604,0.10477099153270641
d3_chicago_divvy,5,1337,-2.4065046415887537,0.23953674458005075,0.4148037592084006,0.5059442879968968,0.09114052878849621
d3_chicago_divvy,6,1337,-2.4065046415887537,0.23953674458005075,0.4928425788194115,0.613108990453324,0.1202664116339125
d3_chicago_divvy,7,1337,-2.4065046415887537,0.23953674458005075,0.39772938150927495,0.49579127981532944,0.0980618983060545
d3_chicago_divvy,8,1337,-2.4065046415887537,0.23953674458005075,0.4205523065294515,0.5196213654554194,0.09906905892596785
d3_chicago_divvy,9,1337,-2.4065046415887537,0.23953674458005075,0.4377430405946734,0.5518681356078415,0.11412509501316814
d3_dc_capitalbikeshare,0,765,2.0499362775869643,0.2107338146725449,0.5616044741730519,0.5720647259985299,0.01046025182547794
d3_dc_capitalbikeshare,1,765,2.0499362775869643,0.2107338146725449,0.592893927326418,0.5936653368182327,0.0007714094918147563
d3_dc_capitalbikeshare,2,765,2.0499362775869643,0.2107338146725449,0.5347079205145071,0.5671336641402813,0.03242574362577422
d3_dc_capitalbikeshare,3,765,2.0499362775869643,0.2107338146725449,0.5726589345202902,0.5834905677365898,0.010831633216299652
d3_dc_capitalbikeshare,4,765,2.0499362775869643,0.2107338146725449,0.5424036238417779,0.5537470710926253,0.01134344725084746
d3_dc_capitalbikeshare,5,765,2.0499362775869643,0.2107338146725449,0.6210791687487223,0.6368749132085029,0.015795744459780603
d3_dc_capitalbikeshare,6,765,2.0499362775869643,0.2107338146725449,0.5190989844416074,0.5500219309696085,0.030922946528001094
d3_dc_capitalbikeshare,7,765,2.0499362775869643,0.2107338146725449,0.5735264172570621,0.5868849497325678,0.013358532475505669
d3_dc_capitalbikeshare,8,765,2.0499362775869643,0.2107338146725449,0.4562428655792605,0.4641589149785418,0.007916049399281255
d3_dc_capitalbikeshare,9,765,2.0499362775869643,0.2107338146725449,0.5359750630839478,0.5404399583035411,0.004464895219593257
d3_sf_baywheels,0,552,-3.1464352207071085,0.2862510899842704,0.4236531878064246,0.5528955898056787,0.12924240199925408
d3_sf_baywheels,1,552,-3.1464352207071085,0.2862510899842704,0.3164740190395313,0.44299484822139645,0.12652082918186514
d3_sf_baywheels,2,552,-3.1464352207071085,0.2862510899842704,0.4381749673111237,0.5473198025922559,0.10914483528113217
d3_sf_baywheels,3,552,-3.1464352207071085,0.2862510899842704,0.35773847408933135,0.4963742645949142,0.13863579050558283
d3_sf_baywheels,4,552,-3.1464352207071085,0.2862510899842704,0.4587206633723593,0.5915240215794446,0.13280335820708533
d3_sf_baywheels,5,552,-3.1464352207071085,0.2862510899842704,0.4275585124365505,0.5608588717655596,0.13330035932900908
d3_sf_baywheels,6,552,-3.1464352207071085,0.2862510899842704,0.3971979266230976,0.537501763964114,0.14030383734101637
d3_sf_baywheels,7,552,-3.1464352207071085,0.2862510899842704,0.34882680623243834,0.45923258412661083,0.1104057778941725
d3_sf_baywheels,8,552,-3.1464352207071085,0.2862510899842704,0.33176547796675837,0.47353699639067637,0.141771518423918
d3_sf_baywheels,9,552,-3.1464352207071085,0.2862510899842704,0.4016081131127094,0.5301684107109557,0.12856029759824628
